Product ID,Category,Inventory Level,Units Sold,Price,Discount,Demand Forecast,Inventory Gap,Days of Inventory,Inventory Status,Suggested Order,Competitor Pricing
P0019,Furniture,309,54,39.86,5,57.59,251.41,5.4,Overstock,0.0,40.76
P0020,Groceries,168,93,63.83,5,89.86,78.14,1.9,Overstock,0.0,59.38
P0001,Groceries,390,44,49.97,20,34.07,355.93,11.4,Overstock,0.0,53.63
P0002,Clothing,338,107,27.57,5,109.95,228.05,3.1,Overstock,0.0,27.87
P0003,Electronics,167,124,98.85,10,133.27,33.72999999999999,1.3,Overstock,0.0,96.08
P0004,Furniture,277,249,23.81,5,239.23,37.77000000000001,1.2,Overstock,0.0,23.47
P0005,Furniture,121,84,81.86,0,78.22,42.78,1.5,Overstock,0.0,81.68
P0006,Groceries,278,261,16.79,10,259.19,18.810000000000002,1.1,Overstock,0.0,11.91
P0007,Furniture,464,339,64.47,20,343.31,120.69,1.4,Overstock,0.0,60.8
P0008,Electronics,113,75,79.35,10,87.09,25.909999999999997,1.3,Overstock,0.0,74.72
P0009,Toys,496,343,35.05,15,355.4,140.60000000000002,1.4,Overstock,0.0,37.66
P0010,Clothing,62,22,79.54,20,32.77,29.229999999999997,1.9,Overstock,0.0,83.92
P0011,Electronics,284,86,43.63,10,94.86,189.14,3.0,Overstock,0.0,46.77
P0012,Electronics,166,41,98.64,5,43.83,122.17,3.8,Overstock,0.0,96.75
P0013,Toys,354,147,80.28,0,140.25,213.75,2.5,Overstock,0.0,77.57
P0014,Toys,423,45,38.93,15,56.42,366.58,7.5,Overstock,0.0,43.89
P0015,Clothing,96,45,20.36,15,39.77,56.23,2.4,Overstock,0.0,18.84
P0016,Groceries,56,51,35.81,0,49.17,6.829999999999998,1.1,Overstock,0.0,34.78
P0017,Toys,415,394,58.37,15,407.93,7.069999999999993,1.0,Healthy,0.0,58.04
P0018,Groceries,214,151,69.55,20,160.85,53.150000000000006,1.3,Overstock,0.0,73.89
P0019,Clothing,346,91,45.69,20,100.65,245.35,3.4,Overstock,0.0,42.88
P0020,Electronics,408,380,14.6,0,379.64,28.360000000000014,1.1,Overstock,0.0,11.66
P0001,Groceries,159,25,19.32,10,19.91,139.09,8.0,Overstock,0.0,16.25
P0002,Toys,414,175,12.63,20,185.06,228.94,2.2,Overstock,0.0,14.32
P0003,Electronics,248,34,87.16,15,51.34,196.66,4.8,Overstock,0.0,85.44
P0004,Toys,318,82,15.2,10,90.43,227.57,3.5,Overstock,0.0,15.86
P0005,Toys,58,12,38.21,20,19.48,38.519999999999996,3.0,Overstock,0.0,41.07
P0006,Clothing,270,120,43.2,0,136.7,133.3,2.0,Overstock,0.0,41.09
P0007,Clothing,58,3,68.78,5,14.42,43.58,4.0,Overstock,0.0,65.42
P0008,Electronics,215,31,98.11,5,24.23,190.77,8.9,Overstock,0.0,95.0
P0009,Toys,83,37,73.31,20,30.64,52.36,2.7,Overstock,0.0,72.9
P0010,Furniture,285,278,35.64,15,278.08,6.920000000000016,1.0,Healthy,0.0,34.83
P0011,Clothing,446,346,55.69,0,348.3,97.69999999999999,1.3,Overstock,0.0,56.89
P0012,Electronics,304,254,30.19,0,267.68,36.31999999999999,1.1,Overstock,0.0,32.3
P0013,Electronics,168,70,38.91,10,68.88,99.12,2.4,Overstock,0.0,42.46
P0014,Furniture,215,51,94.24,15,54.95,160.05,3.9,Overstock,0.0,95.29
P0015,Toys,83,59,48.72,10,68.71,14.290000000000006,1.2,Overstock,0.0,46.56
P0016,Groceries,118,13,14.47,0,30.94,87.06,3.8,Overstock,0.0,17.79
P0017,Toys,388,302,67.17,5,302.77,85.23000000000002,1.3,Overstock,0.0,62.41
P0018,Groceries,275,68,79.09,5,81.01,193.99,3.4,Overstock,0.0,78.76
P0019,Groceries,123,72,69.13,15,65.33,57.67,1.9,Overstock,0.0,69.49
P0020,Clothing,78,64,91.73,0,70.87,7.1299999999999955,1.1,Overstock,0.0,90.85
P0001,Clothing,277,67,15.03,15,68.26,208.74,4.1,Overstock,0.0,18.5
P0002,Electronics,124,49,25.44,5,41.64,82.36,3.0,Overstock,0.0,25.57
P0003,Toys,406,395,73.96,15,393.14,12.860000000000014,1.0,Healthy,0.0,73.66
P0004,Clothing,129,95,83.14,10,114.66,14.340000000000003,1.1,Overstock,0.0,86.09
P0005,Electronics,190,36,11.11,10,33.41,156.59,5.7,Overstock,0.0,7.2
P0006,Electronics,114,97,44.13,20,95.2,18.799999999999997,1.2,Overstock,0.0,45.92
P0007,Toys,124,64,65.87,5,82.41,41.59,1.5,Overstock,0.0,70.59
P0008,Groceries,213,111,11.89,15,116.61,96.39,1.8,Overstock,0.0,16.06
P0009,Groceries,379,283,96.34,5,276.83,102.17000000000002,1.4,Overstock,0.0,95.81
P0010,Toys,202,156,10.36,15,162.62,39.379999999999995,1.2,Overstock,0.0,6.04
P0011,Toys,403,334,56.18,20,331.23,71.76999999999998,1.2,Overstock,0.0,54.36
P0012,Electronics,226,75,30.47,15,93.83,132.17000000000002,2.4,Overstock,0.0,26.09
P0013,Clothing,198,95,99.39,20,98.36,99.64,2.0,Overstock,0.0,100.78
P0014,Groceries,88,53,70.28,20,43.75,44.25,2.0,Overstock,0.0,71.08
P0015,Groceries,60,27,82.5,20,44.18,15.82,1.4,Overstock,0.0,83.23
P0016,Groceries,292,69,47.85,20,80.46,211.54000000000002,3.6,Overstock,0.0,48.2
P0017,Electronics,183,28,67.68,0,25.09,157.91,7.3,Overstock,0.0,71.29
P0018,Toys,291,60,69.12,15,56.51,234.49,5.1,Overstock,0.0,69.78
P0019,Clothing,364,318,68.32,15,319.66,44.339999999999975,1.1,Overstock,0.0,66.99
P0020,Electronics,309,216,74.45,15,217.15,91.85,1.4,Overstock,0.0,71.81
P0001,Groceries,155,101,33.13,0,119.38,35.620000000000005,1.3,Overstock,0.0,37.65
P0002,Groceries,259,95,94.36,5,96.4,162.6,2.7,Overstock,0.0,90.48
P0003,Electronics,407,242,70.36,0,239.8,167.2,1.7,Overstock,0.0,66.15
P0004,Clothing,328,110,58.75,0,117.15,210.85,2.8,Overstock,0.0,58.41
P0005,Electronics,434,177,37.81,20,169.87,264.13,2.6,Overstock,0.0,40.78
P0006,Clothing,225,109,58.97,5,107.75,117.25,2.1,Overstock,0.0,58.18
P0007,Electronics,397,372,77.68,15,388.62,8.379999999999995,1.0,Healthy,0.0,82.49
P0008,Electronics,211,173,26.65,0,185.52,25.47999999999999,1.1,Overstock,0.0,23.75
P0009,Furniture,166,43,15.86,10,50.73,115.27000000000001,3.3,Overstock,0.0,15.44
P0010,Toys,296,197,98.21,5,215.21,80.78999999999999,1.4,Overstock,0.0,99.97
P0011,Toys,78,12,73.83,10,28.71,49.29,2.7,Overstock,0.0,69.63
P0012,Clothing,480,241,15.76,5,236.5,243.5,2.0,Overstock,0.0,20.2
P0013,Groceries,480,339,39.94,15,333.57,146.43,1.4,Overstock,0.0,40.36
P0014,Clothing,155,132,78.18,15,138.13,16.870000000000005,1.1,Overstock,0.0,81.47
P0015,Electronics,176,39,40.86,5,46.68,129.32,3.8,Overstock,0.0,43.09
P0016,Furniture,454,9,53.03,10,2.7,451.3,168.1,Overstock,0.0,56.9
P0017,Clothing,249,166,82.32,15,167.9,81.1,1.5,Overstock,0.0,78.4
P0018,Clothing,126,58,14.14,10,65.18,60.81999999999999,1.9,Overstock,0.0,19.05
P0019,Toys,226,100,24.42,0,106.08,119.92,2.1,Overstock,0.0,24.96
P0020,Electronics,177,176,94.31,20,179.46,-2.460000000000008,1.0,Healthy,0.0,93.01
P0001,Electronics,220,169,80.76,20,180.14,39.860000000000014,1.2,Overstock,0.0,82.1
P0002,Furniture,422,231,85.83,10,235.1,186.9,1.8,Overstock,0.0,82.81
P0003,Clothing,116,37,80.14,20,41.85,74.15,2.8,Overstock,0.0,80.0
P0004,Electronics,222,71,62.3,15,79.48,142.51999999999998,2.8,Overstock,0.0,60.39
P0005,Furniture,237,152,47.68,20,142.06,94.94,1.7,Overstock,0.0,52.19
P0006,Toys,317,175,80.4,10,194.21,122.78999999999999,1.6,Overstock,0.0,82.76
P0007,Groceries,158,95,47.48,5,87.76,70.24,1.8,Overstock,0.0,44.42
P0008,Electronics,484,75,75.97,20,88.43,395.57,5.5,Overstock,0.0,73.26
P0009,Furniture,107,13,26.84,20,9.47,97.53,11.3,Overstock,0.0,31.45
P0010,Clothing,347,176,25.32,5,186.39,160.61,1.9,Overstock,0.0,22.34
P0011,Electronics,456,368,63.62,0,358.33,97.67000000000002,1.3,Overstock,0.0,63.56
P0012,Clothing,64,34,99.28,5,53.34,10.659999999999997,1.2,Overstock,0.0,96.95
P0013,Groceries,156,137,22.6,0,127.97,28.03,1.2,Overstock,0.0,21.25
P0014,Furniture,129,46,36.71,10,37.51,91.49000000000001,3.4,Overstock,0.0,38.4
P0015,Clothing,179,98,67.61,0,113.78,65.22,1.6,Overstock,0.0,65.7
P0016,Groceries,175,13,96.86,0,29.26,145.74,6.0,Overstock,0.0,99.78
P0017,Clothing,417,258,49.38,5,262.78,154.22000000000003,1.6,Overstock,0.0,45.17
P0018,Clothing,457,108,17.46,15,102.98,354.02,4.4,Overstock,0.0,21.29
P0019,Furniture,275,76,33.78,5,69.37,205.63,4.0,Overstock,0.0,29.64
P0020,Electronics,371,316,24.84,10,328.38,42.620000000000005,1.1,Overstock,0.0,23.17
P0001,Electronics,184,3,58.26,20,15.86,168.14,11.6,Overstock,0.0,61.94
P0002,Electronics,238,27,68.83,20,24.44,213.56,9.7,Overstock,0.0,64.66
P0003,Electronics,445,361,74.4,5,375.93,69.07,1.2,Overstock,0.0,79.19
P0004,Furniture,288,228,98.83,20,245.13,42.870000000000005,1.2,Overstock,0.0,100.43
P0005,Electronics,195,174,45.4,20,170.39,24.610000000000014,1.1,Overstock,0.0,42.13
P0006,Electronics,198,174,56.14,20,177.55,20.44999999999999,1.1,Overstock,0.0,52.72
P0007,Groceries,485,289,28.73,20,293.82,191.18,1.7,Overstock,0.0,31.65
P0008,Groceries,330,286,25.05,0,279.56,50.44,1.2,Overstock,0.0,24.22
P0009,Electronics,366,271,45.34,15,269.6,96.39999999999998,1.4,Overstock,0.0,47.89
P0010,Furniture,153,138,43.95,20,151.03,1.9699999999999989,1.0,Healthy,0.0,47.04
P0011,Toys,371,311,90.0,0,323.52,47.48000000000002,1.1,Overstock,0.0,88.41
P0012,Groceries,342,26,99.13,5,37.23,304.77,9.2,Overstock,0.0,97.53
P0013,Toys,484,164,77.77,15,174.08,309.91999999999996,2.8,Overstock,0.0,82.21
P0014,Electronics,259,63,99.74,10,71.26,187.74,3.6,Overstock,0.0,103.56
P0015,Toys,494,392,39.82,10,388.52,105.48000000000002,1.3,Overstock,0.0,40.94
P0016,Furniture,325,98,41.52,5,91.66,233.34,3.5,Overstock,0.0,40.38
P0017,Clothing,108,98,47.75,5,113.65,-5.650000000000006,1.0,Healthy,0.0,52.73
P0018,Clothing,244,214,47.29,15,217.62,26.379999999999995,1.1,Overstock,0.0,46.88
P0019,Toys,259,33,97.43,10,28.54,230.46,9.1,Overstock,0.0,93.54
P0020,Groceries,66,60,57.44,15,74.19,-8.189999999999998,0.9,Stockout Risk,8.189999999999998,56.64
P0001,Clothing,118,39,73.1,15,38.87,79.13,3.0,Overstock,0.0,77.49
P0002,Groceries,225,178,99.86,0,173.83,51.16999999999999,1.3,Overstock,0.0,97.17
P0003,Groceries,437,122,21.12,10,140.18,296.82,3.1,Overstock,0.0,24.14
P0004,Electronics,190,99,30.56,0,98.35,91.65,1.9,Overstock,0.0,26.93
P0005,Furniture,206,50,91.68,10,49.17,156.82999999999998,4.2,Overstock,0.0,88.88
P0006,Groceries,64,2,99.08,5,6.08,57.92,10.5,Overstock,0.0,102.97
P0007,Clothing,465,401,41.92,10,409.66,55.339999999999975,1.1,Overstock,0.0,43.85
P0008,Clothing,129,24,24.28,15,29.33,99.67,4.4,Overstock,0.0,22.7
P0009,Clothing,277,48,26.21,10,48.41,228.59,5.7,Overstock,0.0,22.22
P0010,Clothing,190,85,75.04,5,78.79,111.21,2.4,Overstock,0.0,73.29
P0011,Groceries,273,53,76.1,15,70.82,202.18,3.9,Overstock,0.0,75.04
P0012,Groceries,441,46,35.14,5,53.57,387.43,8.2,Overstock,0.0,40.04
P0013,Toys,339,293,67.41,5,300.92,38.079999999999984,1.1,Overstock,0.0,62.74
P0014,Toys,413,2,55.72,15,18.23,394.77,22.7,Overstock,0.0,52.96
P0015,Toys,113,36,62.92,20,32.29,80.71000000000001,3.5,Overstock,0.0,63.71
P0016,Electronics,472,44,82.06,0,36.23,435.77,13.0,Overstock,0.0,82.31
P0017,Furniture,257,121,14.73,20,131.86,125.13999999999999,1.9,Overstock,0.0,12.3
P0018,Groceries,86,5,37.39,0,7.45,78.55,11.5,Overstock,0.0,33.11
P0019,Clothing,478,216,30.99,10,232.13,245.87,2.1,Overstock,0.0,35.49
P0020,Toys,187,91,45.46,5,101.69,85.31,1.8,Overstock,0.0,49.82
P0001,Toys,196,32,52.15,20,33.14,162.86,5.9,Overstock,0.0,54.92
P0002,Clothing,461,386,33.38,10,382.96,78.04000000000002,1.2,Overstock,0.0,30.51
P0003,Electronics,401,367,23.36,0,372.99,28.00999999999999,1.1,Overstock,0.0,25.33
P0004,Clothing,112,74,42.54,0,93.89,18.11,1.2,Overstock,0.0,45.17
P0005,Electronics,86,58,95.4,5,57.2,28.799999999999997,1.5,Overstock,0.0,96.51
P0006,Clothing,473,191,47.06,20,196.28,276.72,2.4,Overstock,0.0,42.35
P0007,Furniture,171,94,84.52,20,103.53,67.47,1.7,Overstock,0.0,84.41
P0008,Electronics,269,63,27.76,5,57.21,211.79,4.7,Overstock,0.0,28.0
P0009,Toys,273,60,57.5,0,59.94,213.06,4.6,Overstock,0.0,56.59
P0010,Groceries,338,283,49.61,15,282.53,55.47000000000003,1.2,Overstock,0.0,53.44
P0011,Electronics,101,28,87.99,5,27.5,73.5,3.7,Overstock,0.0,83.48
P0012,Electronics,255,12,44.54,20,25.44,229.56,10.0,Overstock,0.0,42.13
P0013,Furniture,439,272,57.69,20,278.11,160.89,1.6,Overstock,0.0,60.94
P0014,Toys,272,239,25.18,10,238.13,33.870000000000005,1.1,Overstock,0.0,25.47
P0015,Electronics,215,30,64.42,15,26.6,188.4,8.1,Overstock,0.0,60.18
P0016,Furniture,477,36,78.61,10,48.13,428.87,9.9,Overstock,0.0,79.07
P0017,Electronics,407,69,19.36,5,72.57,334.43,5.6,Overstock,0.0,20.08
P0018,Electronics,462,308,14.39,20,299.14,162.86,1.5,Overstock,0.0,18.58
P0019,Clothing,326,41,46.23,10,42.71,283.29,7.6,Overstock,0.0,50.7
P0020,Furniture,170,47,49.63,0,56.21,113.78999999999999,3.0,Overstock,0.0,51.27
P0001,Groceries,168,15,96.57,15,30.95,137.05,5.4,Overstock,0.0,101.49
P0002,Toys,281,262,67.53,15,260.15,20.850000000000023,1.1,Overstock,0.0,65.57
P0003,Groceries,462,64,31.81,0,66.56,395.44,6.9,Overstock,0.0,36.8
P0004,Furniture,236,39,97.74,5,52.14,183.86,4.5,Overstock,0.0,96.2
P0005,Groceries,290,243,41.91,0,258.32,31.680000000000007,1.1,Overstock,0.0,44.82
P0006,Clothing,330,327,81.9,0,338.41,-8.410000000000025,1.0,Healthy,0.0,79.69
P0007,Furniture,96,65,13.94,5,60.34,35.66,1.6,Overstock,0.0,13.85
P0008,Furniture,354,9,63.06,20,25.88,328.12,13.7,Overstock,0.0,61.88
P0009,Clothing,222,204,69.12,15,205.16,16.840000000000003,1.1,Overstock,0.0,67.54
P0010,Clothing,404,281,33.21,5,279.97,124.02999999999997,1.4,Overstock,0.0,29.8
P0011,Toys,351,271,26.81,15,274.76,76.24000000000001,1.3,Overstock,0.0,26.6
P0012,Clothing,304,56,62.02,5,58.69,245.31,5.2,Overstock,0.0,57.18
P0013,Groceries,346,189,60.3,10,202.2,143.8,1.7,Overstock,0.0,56.89
P0014,Clothing,286,191,42.25,20,190.47,95.53,1.5,Overstock,0.0,43.11
P0015,Electronics,94,61,50.05,5,67.26,26.739999999999995,1.4,Overstock,0.0,54.88
P0016,Clothing,160,66,90.76,20,84.58,75.42,1.9,Overstock,0.0,92.99
P0017,Groceries,395,321,11.57,10,336.12,58.879999999999995,1.2,Overstock,0.0,10.08
P0018,Groceries,138,94,40.49,5,103.08,34.92,1.3,Overstock,0.0,39.34
P0019,Clothing,86,23,56.98,0,34.35,51.65,2.5,Overstock,0.0,54.72
P0020,Toys,347,339,48.71,15,347.22,-0.22000000000002728,1.0,Healthy,0.0,49.82
P0001,Groceries,227,92,37.33,0,110.67,116.33,2.1,Overstock,0.0,38.62
P0002,Toys,300,32,49.29,15,26.14,273.86,11.5,Overstock,0.0,46.1
P0003,Toys,419,372,78.34,5,383.22,35.77999999999997,1.1,Overstock,0.0,76.76
P0004,Toys,227,131,10.59,20,122.58,104.42,1.9,Overstock,0.0,9.16
P0005,Toys,448,317,81.74,15,315.12,132.88,1.4,Overstock,0.0,82.17
P0006,Toys,268,86,60.94,15,82.46,185.54000000000002,3.3,Overstock,0.0,64.98
P0007,Electronics,349,128,60.94,10,130.45,218.55,2.7,Overstock,0.0,58.7
P0008,Electronics,422,117,73.82,0,131.97,290.03,3.2,Overstock,0.0,74.25
P0009,Toys,392,60,19.67,20,54.08,337.92,7.2,Overstock,0.0,16.49
P0010,Furniture,446,246,63.46,0,264.62,181.38,1.7,Overstock,0.0,59.95
P0011,Electronics,332,47,30.69,10,51.26,280.74,6.5,Overstock,0.0,32.95
P0012,Toys,447,258,55.38,5,275.94,171.06,1.6,Overstock,0.0,60.27
P0013,Furniture,470,26,10.46,20,21.25,448.75,22.1,Overstock,0.0,12.21
P0014,Electronics,145,28,86.75,20,23.18,121.82,6.3,Overstock,0.0,84.79
P0015,Electronics,300,41,82.45,10,56.21,243.79,5.3,Overstock,0.0,86.52
P0016,Toys,486,323,11.76,5,331.62,154.38,1.5,Overstock,0.0,14.76
P0017,Furniture,174,54,52.06,0,46.5,127.5,3.7,Overstock,0.0,53.46
P0018,Furniture,54,43,70.84,10,62.14,-8.14,0.9,Stockout Risk,8.14,68.41
P0019,Electronics,456,130,12.47,15,126.1,329.9,3.6,Overstock,0.0,15.49
P0020,Electronics,446,313,43.72,10,313.51,132.49,1.4,Overstock,0.0,45.41
P0001,Clothing,177,149,69.58,15,149.23,27.77000000000001,1.2,Overstock,0.0,68.65
P0002,Furniture,98,93,19.42,20,87.4,10.599999999999994,1.1,Overstock,0.0,24.05
P0003,Groceries,72,56,28.24,0,73.98,-1.980000000000004,1.0,Healthy,0.0,29.04
P0004,Furniture,351,223,54.82,20,239.56,111.44,1.5,Overstock,0.0,56.25
P0005,Groceries,291,18,37.89,10,14.56,276.44,20.0,Overstock,0.0,42.09
P0006,Electronics,444,66,63.04,20,74.33,369.67,6.0,Overstock,0.0,65.94
P0007,Electronics,357,122,30.96,20,138.49,218.51,2.6,Overstock,0.0,33.11
P0008,Clothing,446,195,96.02,10,206.15,239.85,2.2,Overstock,0.0,100.73
P0009,Furniture,276,75,53.48,0,73.23,202.76999999999998,3.8,Overstock,0.0,57.13
P0010,Toys,136,42,79.85,15,38.88,97.12,3.5,Overstock,0.0,83.21
P0011,Electronics,302,248,68.61,5,240.9,61.099999999999994,1.3,Overstock,0.0,65.63
P0012,Groceries,470,58,58.49,10,52.44,417.56,9.0,Overstock,0.0,62.12
P0013,Clothing,438,156,95.0,15,158.94,279.06,2.8,Overstock,0.0,99.97
P0014,Groceries,172,68,70.18,15,77.29,94.71,2.2,Overstock,0.0,73.04
P0015,Furniture,243,213,48.02,10,208.86,34.139999999999986,1.2,Overstock,0.0,52.14
P0016,Groceries,85,58,99.29,5,58.4,26.6,1.5,Overstock,0.0,97.23
P0017,Toys,163,126,59.61,10,132.55,30.44999999999999,1.2,Overstock,0.0,62.84
P0018,Toys,385,349,46.25,15,361.34,23.660000000000025,1.1,Overstock,0.0,47.57
P0019,Electronics,121,63,24.06,5,61.73,59.27,2.0,Overstock,0.0,24.28
P0020,Toys,326,279,64.87,0,295.83,30.170000000000016,1.1,Overstock,0.0,60.1
P0001,Toys,446,322,38.45,10,322.39,123.61000000000001,1.4,Overstock,0.0,41.12
P0002,Toys,265,66,81.03,10,72.36,192.64,3.7,Overstock,0.0,81.54
P0003,Clothing,65,41,72.23,20,52.32,12.68,1.2,Overstock,0.0,68.16
P0004,Clothing,191,75,59.63,20,91.69,99.31,2.1,Overstock,0.0,55.11
P0005,Furniture,86,78,73.51,20,81.49,4.510000000000005,1.1,Overstock,0.0,76.83
P0006,Furniture,333,247,96.42,5,265.1,67.89999999999998,1.3,Overstock,0.0,97.25
P0007,Groceries,390,203,57.15,5,194.71,195.29,2.0,Overstock,0.0,53.23
P0008,Clothing,344,77,63.18,20,95.95,248.05,3.6,Overstock,0.0,66.58
P0009,Toys,365,10,60.7,20,12.3,352.7,29.7,Overstock,0.0,61.33
P0010,Furniture,370,367,14.27,5,361.5,8.5,1.0,Healthy,0.0,9.37
P0011,Electronics,237,13,98.26,0,27.68,209.32,8.6,Overstock,0.0,94.46
P0012,Toys,167,34,87.33,20,33.6,133.4,5.0,Overstock,0.0,88.52
P0013,Toys,426,317,65.51,10,329.37,96.63,1.3,Overstock,0.0,66.94
P0014,Groceries,401,381,87.9,5,390.71,10.29000000000002,1.0,Healthy,0.0,89.98
P0015,Furniture,497,38,37.75,15,46.28,450.72,10.7,Overstock,0.0,41.5
P0016,Clothing,115,114,71.92,0,104.44,10.560000000000002,1.1,Overstock,0.0,67.16
P0017,Furniture,332,254,54.38,5,269.31,62.69,1.2,Overstock,0.0,50.17
P0018,Furniture,462,204,39.09,5,223.57,238.43,2.1,Overstock,0.0,35.35
P0019,Groceries,293,107,99.3,20,119.85,173.15,2.4,Overstock,0.0,103.94
P0020,Furniture,300,38,52.15,20,47.57,252.43,6.3,Overstock,0.0,54.29
P0001,Toys,268,185,19.32,10,185.08,82.91999999999999,1.4,Overstock,0.0,19.97
P0002,Furniture,249,21,69.25,0,18.32,230.68,13.6,Overstock,0.0,67.08
P0003,Clothing,83,15,74.31,15,32.27,50.73,2.6,Overstock,0.0,74.57
P0004,Furniture,88,55,72.76,0,58.59,29.409999999999997,1.5,Overstock,0.0,75.08
P0005,Groceries,241,55,21.13,20,69.18,171.82,3.5,Overstock,0.0,18.28
P0006,Toys,331,198,34.91,10,196.72,134.28,1.7,Overstock,0.0,33.7
P0007,Groceries,146,142,23.56,5,145.93,0.06999999999999318,1.0,Healthy,0.0,18.75
P0008,Clothing,375,30,47.97,0,45.62,329.38,8.2,Overstock,0.0,49.27
P0009,Furniture,317,258,35.57,5,256.84,60.160000000000025,1.2,Overstock,0.0,36.61
P0010,Furniture,301,177,55.32,15,173.55,127.44999999999999,1.7,Overstock,0.0,59.71
P0011,Electronics,251,104,89.33,15,102.02,148.98000000000002,2.5,Overstock,0.0,89.31
P0012,Electronics,477,160,12.73,5,155.67,321.33000000000004,3.1,Overstock,0.0,15.99
P0013,Furniture,357,323,97.24,10,337.04,19.95999999999998,1.1,Overstock,0.0,101.46
P0014,Groceries,322,278,14.74,20,290.65,31.350000000000023,1.1,Overstock,0.0,17.86
P0015,Furniture,158,3,40.86,0,-0.29,158.29,-544.8,Overstock,0.0,39.75
P0016,Toys,249,201,18.27,20,191.31,57.69,1.3,Overstock,0.0,20.91
P0017,Electronics,297,262,93.1,10,255.87,41.129999999999995,1.2,Overstock,0.0,94.36
P0018,Furniture,255,243,75.21,10,247.53,7.469999999999999,1.0,Healthy,0.0,75.85
P0019,Toys,495,31,70.16,20,47.63,447.37,10.4,Overstock,0.0,74.56
P0020,Toys,72,41,60.64,20,37.05,34.95,1.9,Overstock,0.0,58.99
P0001,Furniture,115,12,91.6,10,4.76,110.24,24.2,Overstock,0.0,93.81
P0002,Furniture,352,307,95.52,10,310.5,41.5,1.1,Overstock,0.0,100.11
P0003,Groceries,392,72,90.46,10,65.37,326.63,6.0,Overstock,0.0,85.46
P0004,Groceries,364,278,69.62,0,288.49,75.50999999999999,1.3,Overstock,0.0,68.93
P0005,Toys,226,146,15.86,20,156.45,69.55000000000001,1.4,Overstock,0.0,17.46
P0006,Furniture,225,224,76.77,15,217.96,7.039999999999992,1.0,Healthy,0.0,72.64
P0007,Clothing,161,23,80.25,0,14.34,146.66,11.2,Overstock,0.0,82.87
P0008,Furniture,113,104,95.61,20,95.55,17.450000000000003,1.2,Overstock,0.0,95.69
P0009,Groceries,337,131,51.04,5,150.97,186.03,2.2,Overstock,0.0,56.0
P0010,Groceries,265,22,44.16,20,24.84,240.16,10.7,Overstock,0.0,40.97
P0011,Electronics,342,331,58.33,15,328.18,13.819999999999993,1.0,Healthy,0.0,59.78
P0012,Clothing,379,313,87.64,5,331.81,47.19,1.1,Overstock,0.0,87.86
P0013,Electronics,497,356,43.26,10,366.78,130.22000000000003,1.4,Overstock,0.0,43.4
P0014,Groceries,411,134,91.4,15,128.84,282.15999999999997,3.2,Overstock,0.0,87.57
P0015,Electronics,155,0,39.24,15,-8.71,163.71,-17.8,Overstock,0.0,38.58
P0016,Clothing,318,126,35.83,10,117.03,200.97,2.7,Overstock,0.0,35.83
P0017,Furniture,490,406,29.52,15,397.5,92.5,1.2,Overstock,0.0,30.41
P0018,Furniture,284,261,51.48,5,253.54,30.460000000000008,1.1,Overstock,0.0,48.8
P0019,Furniture,443,317,18.13,20,309.37,133.63,1.4,Overstock,0.0,18.11
P0020,Clothing,108,43,51.99,20,57.94,50.06,1.9,Overstock,0.0,49.75
P0001,Electronics,196,153,31.74,15,167.97,28.03,1.2,Overstock,0.0,30.66
P0002,Groceries,185,135,89.95,5,147.29,37.71000000000001,1.3,Overstock,0.0,91.32
P0003,Toys,480,365,85.56,5,371.35,108.64999999999998,1.3,Overstock,0.0,83.19
P0004,Toys,304,52,38.02,5,57.61,246.39,5.3,Overstock,0.0,37.13
P0005,Groceries,114,67,99.24,15,84.84,29.159999999999997,1.3,Overstock,0.0,100.09
P0006,Clothing,313,261,26.59,15,267.13,45.870000000000005,1.2,Overstock,0.0,25.82
P0007,Groceries,282,233,43.79,5,225.57,56.43000000000001,1.3,Overstock,0.0,45.3
P0008,Electronics,107,61,94.12,10,61.17,45.83,1.7,Overstock,0.0,98.1
P0009,Clothing,236,24,36.58,5,40.79,195.21,5.8,Overstock,0.0,36.95
P0010,Clothing,343,228,98.08,5,247.71,95.28999999999999,1.4,Overstock,0.0,99.62
P0011,Furniture,443,282,87.05,15,291.94,151.06,1.5,Overstock,0.0,84.25
P0012,Electronics,242,63,40.73,5,68.89,173.11,3.5,Overstock,0.0,38.95
P0013,Clothing,496,216,90.58,20,217.2,278.8,2.3,Overstock,0.0,94.93
P0014,Groceries,246,96,36.38,10,95.84,150.16,2.6,Overstock,0.0,31.46
P0015,Electronics,77,50,76.17,20,61.35,15.649999999999999,1.3,Overstock,0.0,79.42
P0016,Clothing,310,150,13.3,20,154.32,155.68,2.0,Overstock,0.0,11.09
P0017,Furniture,382,266,64.14,10,276.73,105.26999999999998,1.4,Overstock,0.0,60.72
P0018,Furniture,123,0,42.38,20,19.32,103.68,6.4,Overstock,0.0,45.81
P0019,Groceries,216,128,27.46,0,139.15,76.85,1.6,Overstock,0.0,25.47
P0020,Clothing,495,266,50.38,0,268.59,226.41000000000003,1.8,Overstock,0.0,50.06
P0001,Clothing,140,56,27.98,0,61.08,78.92,2.3,Overstock,0.0,23.4
P0002,Furniture,255,140,46.73,20,148.6,106.4,1.7,Overstock,0.0,42.53
P0003,Furniture,454,410,30.38,5,429.31,24.689999999999998,1.1,Overstock,0.0,31.18
P0004,Electronics,175,15,81.96,0,22.81,152.19,7.7,Overstock,0.0,82.2
